,Gift_detail,Item_category,Recipient_name,Affiliation,Date,Assessed_value,Retention_cost,Retained,Remarks
3260,(a)One  W/Watch  (Dela Cour) (b))One Pen. (c))One  Ring  (Gold  & diamond) (d)Pair  of Cufflink  (Gold & diamond).,Watch,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister of Pakistan",PMLN,2016-02-13,16250000.0,3288000.0,Yes,Yes
3267,One  Wrist  watch (Bvlgari)  (No.  RTC49 GL1444)  18kt  gold approx,Watch,"Brig. Akmal Aziz, MS to the Prime Minister",Military,2016-02-25,1550000.0,0.0,No,No
3268,(a)One Tasbih. (b)One Pen. (c)One Ring. (d)One Pair of Stud.,Jewellery/Accessories,"Brig. Akmal Aziz, MS to the Prime Minister",Military,2016-02-25,159000.0,29800.0,Yes,Yes
3269,(a)One  W/Watch (GRISOGONO) (No.1011017) (b)One Tasbih. (c)One pen. (d)One Ring. (e)Pair of Stud.,Watch,"Mr.  Mohyuddin  Wani, Press  Secretary  to  the Prime Minister",Bureaucracy,2016-02-25,241750.0,46350.0,Yes,Yes
3270,One  Wrist  watch (MOUAWAD),Watch,"SP.  M.  Zeshan  Raza, CSO  to  the  Prime",Police,2016-02-25,85000.0,15000.0,Yes,Yes
3271,One  Wrist  watch (MOUAWAD) (21613100) White Dial,Watch,"Cdr.  Imran  Javed,  ADC to the Prime Minister",Military,2016-02-25,85000.0,15000.0,Yes,Yes
3272,(a)One  W/watch (corum)  (No.b 059/250). (b)One Tasbih. (c)One pen. (d)One Ring. (e)Pair of Stud.,Watch,"SP.  M.  Faisal,  Security Officer,  Prime  Minister Office",Police,2016-02-25,262700.0,50540.0,Yes,Yes
3274,One  Wrist  watch (Bvlgari) (L335057),Watch,"Mr.  Naseer  Ahmed Javed, Gunman",Police,2016-02-25,110000.0,20000.0,Yes,Yes
3275,One  Wrist  watch (Bvlgari) (L34331),Watch,"Mr.  Sakhwat  Ali, Gunman",Police,2016-02-25,110000.0,20000.0,Yes,Yes
3276,One  w/watch  (concord No.021141058)  with pen and pair of studs,Watch,"Brig. Akmal Aziz, MS to the Prime Minister",Military,2016-02-25,90000.0,16000.0,Yes,Yes
3277,One  w/watch  (concord No.1394596)  with  pen and pair of studs,Watch,"Barrister Nabeel Ahmed Awan, PSO to the Prime Minister",Judiciary,2016-02-25,90000.0,16000.0,Yes,Yes
3278,One  w/watch  (concord No.1394195)  with  pen and pair of studs,Watch,"SP.  M.  Zeshan  Raza, CSO  to  the  Prime Minister",Police,2016-02-25,90000.0,16000.0,Yes,Yes
3279,One  w/watch  (Davidoff) (20375/028),Watch,"Cdr.  Imran  Javed,  ADC (N)  to  the  Prime Minister",Military,2016-02-25,40000.0,6000.0,Yes,Yes
3281,One  w/watch  (Davidoff) (DAV 20375/029),Watch,"SP.  Rana  Shoaib Mehmood,  Security Officer,  Prime  Minister Office",Police,2016-02-25,40000.0,6000.0,Yes,Yes
3283,One  w/watch  (Davidoff) (DAV 20375/039),Watch,"Mr.  Abdul  Shakoor, Gunman",Police,2016-02-25,40000.0,6000.0,Yes,Yes
3284,One  w/watch  (Davidoff) (DAV 20337/036),Watch,"Mr.  Zahid  Munir, Gunman",Police,2016-02-25,40000.0,6000.0,Yes,Yes
3285,One  w/watch  (Davidoff) (DAV 20375/040),Watch,"Mr.  Yameen Khan, Gunman",Police,2016-02-25,40000.0,6000.0,Yes,Yes
3286,"A  box  containing  one w/watch  (Saint  Honore 890031-71-E11),  one pen & pair of Cufflinks",Watch,"Mr.  M.  Zaheer, Cameraman, APP",Media,2016-03-01,50000.0,8000.0,Yes,Yes
3287,"A  box  containing  one w/watch  (Saint  Honore 89001311-F13),  one pen & pair of Cufflinks",Watch,"Mr.  M.  Hanif, Photographer, PID",Media,2016-03-01,50000.0,8000.0,Yes,Yes
3288,One  w/watch (Faconnable)  leather strap  FGPT  001431 (used),Watch,"Mr.  Tasawar  Khan, Chief  of  Protocol,  M/o Foreign Affairs",Military,2016-03-03,25000.0,3000.0,Yes,Yes
3289,One Carpet (small),Carpet,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister of Pakistan",PMLN,2016-03-07,9500.0,0.0,Yes,Yes
3290,One w/watch (Raymond Weil  Geneve)  (5588- X01226464),Watch,"Maj.  Gen.  Ali  Abbas Haider,  HI  (M)  SBt DGMT ex MT Dte.",Military,2016-03-07,70000.0,12000.0,Yes,Yes
3291,One  W/Watch  (Mont Blanc)  (Model  113849) (Swiss) (S.No.OLND3CWY3),Watch,"Lt.  Gen.  Khalid Asghar HI (M), E-in-C",Military,2016-03-07,110000.0,20000.0,Yes,Yes
3292,One  W/Watch  (Mont Blanc)  (Model  113849) (Swiss) (S.No.OLMD3DT70),Watch,"Maj. Gen. Syed Shafqat Asghar, DGWE",Military,2016-03-07,110000.0,20000.0,Yes,Yes
3293,One  W/Watch  (Mont Blanc)  (Model  113849) (Swiss) (S.No.OLND3C7Y3),Watch,"Maj.  Gen.  Akhtar  Jamil Rao, HI (M), DG Engrs.",Military,2016-03-07,110000.0,20000.0,Yes,Yes
3294,One  W/Watch  (Mont Blanc)  (Model  113849) (Swiss) (S.No.OLMD3F443),Watch,"Maj.  Gen.  Rehan  Abdul Baqi, DGITD",Military,2016-03-07,110000.0,20000.0,Yes,Yes
3295,One  W/Watch  (Mont Blanc)  (Model  113849) (Swiss) (S.No.OLND3CVL3) (without Box),Watch,"Maj.  Gen.  Muhammad Ajmal  Iqbal,  HIM, Comdt MCE",Military,2016-03-07,110000.0,0.0,Auctioned,"Auctioned for Rs.121,000/-"
3297,One W/Watch (Ebel),Watch,"Mr.  Arshad  Mirza, Secretary,  Petroleum  & NR",Bureaucracy,2016-03-15,230000.0,44000.0,Yes,Yes
3299,One  w/watch  (Saint Honore)  with  Cufflinks and ball pen.,Watch,"Mr.  M.  Afzal  Tanvir, Engineer,  Prime Minister  Media  Team (PTV)",Media,2016-03-17,50000.0,8000.0,Yes,Yes
3300,One  w/watch  (Saint Honore)  with  Cufflinks and ball pen.,Watch,"Mr.  Imran  Hussain, Cameraman  Prime Minister Media Team",Media,2016-03-17,50000.0,8000.0,Yes,Yes
3301,One  W/Watch  (Bvlgari) (L34206),Watch,"Mr.  M.  Afzal  Tanvir, Engineer, PTV",Media,2016-03-17,110000.0,20000.0,Yes,Yes
3302,One  W/Watch  (Bvlgari) (L34280),Watch,"Syed  Safdar  Ali, Cameraman, Prime Minister Media Team",Media,2016-03-17,110000.0,20000.0,Yes,Yes
3304,One  Carpet (Turkmenistan),Carpet,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister of Pakistan",PMLN,2016-03-18,38000.0,5600.0,Yes,Yes
3306,One  W/Watch  (Bvlgari) (L34238  /  BB40CL  / 100146123),Watch,"Mr.  Asad  Yar  Khan, Reporter,  Prime Minister Media Team",Media,2016-03-22,110000.0,20000.0,Yes,Yes
3307,(a)One Quran Majeed. (b)One Sword (Golden). (c)One Tasbih. (d)One Pen (Gold) (e)One  Table  Clock (Metthew Norman) (f)Oud (Wooden). (g)One w/watch (Bovet) (h)Pair of cufflinks. (i)One pen. (j)One ring.,Watch,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister of Pakistan",PMLN,2016-03-22,6730920.0,671092.0,Yes,Yes
3311,One  Carpet  (3x5) approx,Carpet,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister of Pakistan",PMLN,2016-03-28,10000.0,0.0,Yes,Yes
3314,One  W/Watch  (Bvlgari) (No.BB40CL),Watch,"Mr.  M.  Hanif  Khan, Photographer, PID",Media,2016-03-31,110000.0,20000.0,Yes,Yes
3316,(a)Box  containing Indonesian Coffee. (b)Silver Tray.,Crockery,Mr.  Mamnoon Hussain President of Pakistan,PMLN,2016-04-05,12500.0,500.0,Yes,Yes
3317,Box  containing  piece  of cloth.,Decoration Pieces,"First  Lady  of  Pakistan, wife  of Mr.  Mamnoon  Hussain, President of Pakistan",PMLN,2016-04-05,9000.0,0.0,Yes,Yes
3318,Silver  Jar  (approx.  242 grams silver),Jewellery/Accessories,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2016-04-05,42350.0,6470.0,Yes,Yes
3319,(a)Model  of  Horse (Golden). (b)One carpet (large).,Carpet,Mr.  Mamnoon  Hussain President of Pakistan,PMLN,2016-04-05,50000.0,8000.0,Yes,Yes
3321,(a)One Carpet (small). (b)One  model  of  Horse (white).,Carpet,"Lt.  Col.  Muhammad Haroon,  DMS  to President",Military,2016-04-05,15000.0,1000.0,Yes,Yes
3322,One carpet (large),Carpet,Mr.  Mamnoon  Hussain President of Pakistan,PMLN,2016-04-05,85000.0,15000.0,Yes,Yes
3329,One Small Tea Set.,Crockery,"Mian  Raza  Rabbani, Chairman Senate",PPP,2016-04-13,3000.0,0.0,Yes,Yes
3332,One  Mobile  Phone (Samsung  Galaxy  S7 Edge),Phone,"Mr.  Rizwan  Bashir Khan,  Secretary Ministry  of  Information Technology  and",Bureaucracy,2016-04-27,75000.0,13000.0,Yes,Yes
3336,(a)One Book. (b)One Calligraphic. (c)Two  box  containing shower gown. (d)One  box  containing Turkish delight sweets. (e)One  Leather  folder and  a  framed  stamp  of OIC summit Ticket. (f)One hand bag of  OIC Summit. (g)One  Turkish  Coffee Set. (h)One  Decoration Piece. (i)CD’s (I was there). (j)Book  &  CD  (The Spirit of Istanbul sep by step). (k)Six Books.,Decoration Pieces,Mr.  Mamnoon  Hussain President of Pakistan,PMLN,2016-05-10,40000.0,6000.0,Yes,Yes
3338,One  Painted  framed glass.,Decoration Pieces,Mr. Mamnoon Hussain President of Pakistan,PMLN,2016-05-10,5000.0,0.0,Yes,Yes
3344,One  W/Watch (Concord)  with  Pen  & Pair of Stud.,Watch,"Mr.  Nasser  ul  Haque Wyne  Air  Commodore, PAF.",Military,2016-06-28,90000.0,16000.0,Yes,Yes
3345,One  W/Watch (Davidoff),Watch,"Mr.  Abdullah  Farooq Wing Commodore, PAF",Military,2016-06-28,40000.0,6000.0,Yes,Yes
3346,One W/Watch (Ebel),Watch,"Mr.  Sohail  Aman  Air Chief Marshal, PAF",Military,2016-06-30,230000.0,44000.0,Yes,Yes
3348,(a)Water/tea  bottle (04). (b)One wooden frame. (c)Dastarkhwan  (one piece),Crockery,"Mian  Raza  Rabbani, Chairman Senate",PPP,2016-07-29,7000.0,0.0,Yes,Yes
3355,"(a)  One  W/Watch (Lancaster  Ceramik- Italy)  with  pair  of  Stud, ball pen. (b)One  iPhone  6  Space Gray 64 GB",Watch,"Admiral  M.  Zakaullah, Chief of Naval Staff",Military,2016-09-06,80000.0,14000.0,Yes,Yes
3356,"One  W/Watch (Dynasty)  6318G  gents with  Pair  of  Stud,  ball pen & key chain.",Watch,"Admiral  M.  Zakaullah, Chief of Naval Staff",Military,2016-09-06,15000.0,1000.0,Yes,Yes
3357,"One  w/watch  (Dynasty) ladies,  with  ball  pen  & key chain",Watch,"Wife  of  Admiral  M. Zakaullah,  Chief  of Naval Staff",Military,2016-09-06,15000.0,1000.0,Yes,Yes
3359,(a)Iphone  6  plus  128 GB. (b)One  W/Watch (Fendi)/ROMA,Watch,"Admiral  M.  Zakaullah, Chief of Naval Staff",Military,2016-10-05,105000.0,19000.0,Yes,Yes
3360,(a)One  W/Watch (Raymond  Weil)  (5466-,Watch,"Admiral  M.  Zakaullah, Chief of Naval Staff",Military,2016-10-05,50000.0,18000.0,Yes,Yes
3361,One  W/Watch  Raymond Weil  Geneve  (5578-ST- 00300),Watch,"Admiral  M.  Zakaullah, Chief of Naval Staff",Military,2016-10-05,55000.0,9000.0,Yes,Yes
3363,One  Model  of  Horse (Green),Decoration Pieces,"Mr. Mamnoon  Hussain, President of Pakistan",PMLN,2016-10-10,30000.0,4000.0,Yes,Yes
3368,One  W/Watch (Mouawad)  Model ACIER-3161,Watch,"Mr.  Tasawar  Khan, Chief  of  Protocol,  CP M/o Foreign Affairs",Military,2016-10-21,50000.0,8000.0,Yes,Yes
3369,One  W/Watch  (Murex) leather strap,Watch,"Mr.  Tasawar Khan, Chief  of  Protocol,  CP M/o Foreign Affairs",Military,2016-10-21,60000.0,10000.0,Yes,Yes
3370,(a)One  W/Watch (Rolex) Ladies. (b)One  W/Watch (Rolex) Gents. (c)Six  bottle  of Perfume. (d)Wood  of  agarwood (Oud Wood.),Watch,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister  of Pakistan",PMLN,2016-10-28,4710000.0,469000.0,Yes,Yes
3371,One W/Watch (Charriol) with  pair  of  stud  and ball pen,Watch,"Mr. Iftikhar,  Reporter Geo News, Lahore",Media,2016-10-31,75000.0,13000.0,Yes,Yes
3372,One W/Watch (Versace) (Qtz) (Stainless Steel),Watch,"Ms.  Shazia  Sikandar, Director  International Relation, PTV",Media,2016-11-03,8000.0,0.0,Yes,Yes
3374,One W/Watch (Murex).,Watch,"Admiral  Muhammad Zakaullah, Naval Chief",Military,2016-11-07,12000.0,400.0,Yes,Yes
3375,"(a)Gift  Pack  Dynasty having :- One  W/Watch  (Armand Nicolet  Tramelan)  Pair of  cufflinks,  Ballpen  & Key Chain . (b)One W/Watch (Rado- Florence)",Watch,"Admiral  Muhammad Zakaullah, Naval Chief",Military,2016-11-07,112000.0,20400.0,Yes,Yes
3376,One  W/Watch  (EBEL) Ladies,Watch,"Begum  Admiral Muhammad  Zakaullah, Naval Chief",Military,2016-11-07,80000.0,14000.0,Yes,Yes
3377,One  W/Watch  (Aigner A37500),Watch,"Mr.  Amir  Ilyas  Rana, Bureau  Chief  Express News",Media,2016-11-17,50000.0,8000.0,Yes,Yes
3379,(a)One Vase. (b)One Decoration Piece (Golden Color),Decoration Pieces,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2016-11-30,25000.0,3000.0,Yes,Yes
3382,(a)One  iPad  Air  Wifi 64GB Space Gray Model A1567. (b)One  W/Watch  (Rolex Oyster  SWIMPRUF 0N889927),Watch,"Admiral  Muhammad Zakaullah,  Chief  of Naval Staff",Military,2016-12-06,680000.0,134000.0,Yes,Yes
3383,One  w/watch (Frederique) (FC255V6B4),Watch,"Admiral  Muhammad Zakaullah, Chief  of Naval Staff",Military,2016-12-06,85000.0,15000.0,Yes,Yes
3384,One W/Watch (SR),Watch,"Admiral  Muhammad Zakaullah,  Chief  of Naval Staff",Military,2016-12-06,40000.0,6000.0,Yes,Yes
3385,One  W/watch  (SR) Ladies,Watch,"Begum  of  Admiral Muhammad  Zakaullah, Chief of Naval Staff",Military,2016-12-06,40000.0,6000.0,Yes,Yes
3386,One  W/Watch  (Rado) Ladies,Watch,"Begum  of  Admiral Muhammad  Zakaullah, Chief of Naval Staff",Military,2016-12-06,52000.0,8400.0,Yes,Yes
3387,One W/Watch (Versace) VA-706 0013,Watch,"Admiral  Muhammad Zakaullah,  Chief  of Naval Staff",Military,2016-12-06,47500.0,7500.0,Yes,Yes
3392,a) One Crystal Vase. b) One  Decoration Piece (Printed Plate),Decoration Pieces,"Brig.  Nauman  Anwar, Managing  Director,  Tank Manufacture  Factory, HIT",Military,2017-01-11,4000.0,0.0,Yes,Yes
3395,"a) One  iPhone  (6 Plus, Gold, 16GB) b) One  W/Watch (Movado) (No.11385863)",Watch,"Admiral  Muhammad Zakaullah  NI(M),  Naval Chief",Military,2017-01-31,111000.0,20200.0,Yes,Yes
3397,One  W/Watch  (Jovial) (No.16003L),Watch,"Begum  Admiral Muhammad  Zakaullah, Naval Chief",Military,2017-01-31,32000.0,4400.0,Yes,Yes
3401,One  Picture  of  Bait  ul Muqadas  made  with Ceramic Blocks,Decoration Pieces,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2017-02-02,10000.0,0.0,Yes,Yes
3404,A  box  containing  one W/Watch  (Rolex) (USX90093)  and  a  pair,Watch,Mr.  Hussain  Nawaz Sharif,PMLN,2017-03-09,940000.0,186000.0,Yes,Yes
3405,One W/Watch (Piaget),Watch,"Mr.  Shahid  Khaqan Abbasi,  Minister  for Petroleum  &  Natural Resources",PMLN,2017-03-09,290000.0,56000.0,Yes,Yes
3407,a) One  W/Watch (Piaget) b) Pair of Cufflinks,Watch,"Dr.  Miftah  Ismail,  MoS/ Chairman,  Board  of Investment",PMLN,2017-03-20,370000.0,74000.0,Yes,Yes
3408,One  W/watch (Precious),Watch,"Dr.  Ajmal  Niazi, Reporter  Daily  Nawai Waqt",Media,2017-03-22,20000.0,2000.0,Yes,Yes
3409,a) One  Necklace (Diamond) b) One Table Watch,Watch,"Mr. Muhammad  Nawaz Sharif,  Prime  Minister  of Pakistan",PMLN,2017-03-24,1047800.0,207560.0,Yes,Yes
3411,a) One  W/Watch (Longines) b) One  W/Watch (Cartier) (CRW533008),Watch,"Mr. Sahebzada  Ahmed Khan, Chief of Protocol",Military,2017-03-29,405000.0,79000.0,Yes,Yes
3412,One Calligraphy piece,Decoration Pieces,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2017-03-29,30000.0,4000.0,Yes,Yes
3414,Woolen  Carpet  size 8’x5’,Carpet,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2017-03-29,200000.0,38000.0,Yes,Yes
3415,a) One  W/Watch (Frederique) No.2021938 b) Model of Dear,Watch,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2017-03-29,560000.0,110000.0,Yes,Yes
3416,One  W/Watch  (Bvl) No.09155960,Watch,"First  Lady,  wife of  Mr. Mamnoon Hussain",PMLN,2017-03-29,500000.0,98000.0,Yes,Yes
3423,One  W/Watch  Girard Perregaux No.49860,Watch,"Mr. Muhammad Atif Dar, Assistant  Chief  of Protocol, MOFA",Military,2017-04-11,230000.0,44000.0,Yes,Yes
3424,One  W/Watch (Bvlgari)(L35036),Watch,"Mr.  Khurshid  Nadeem, Media Person",Media,2017-04-26,110000.0,20000.0,Yes,Yes
3425,One W/Watch (Ebel),Watch,"Brig.  (R)  Syed  Javed Hassan,  Council General, Dubai",Military,2017-04-26,230000.0,44000.0,Yes,Yes
3428,a) One Men’s W/Watch (Cartier) No.423372 b) One  Ladies W/Watch (Cartier),Watch,"Mian  Muhammad Shehbaz  Sharif,  Chief Minister of Punjab",PMLN,2017-05-13,1335000.0,0.0,Auctioned,"Auctioned for Rs.601,000/- & Rs.801,000/-"
3430,One  W/Watch  (Rolex) (No. G840532),Watch,"Mr. Muhammad  Nawaz Sharif,  Prime  Minster  of Pakistan",PMLN,2017-05-26,4050000.0,808000.0,Yes,Yes
3431,One  W/Watch  (Rolex) (No.223N64H5/,Watch,"Mr.  Fawad  Hasan Fawad,  Secretary  to  the",Bureaucracy,2017-05-26,980000.0,194000.0,Yes,Yes
3432,One W/Watch (Rolex) (No. CQ510174/ M116681),Watch,"Brig.  Akmal  Aziz,  MS  to the Prime Minister",Military,2017-05-26,980000.0,194000.0,Yes,Yes
3434,One  W/Watch  (Rolex Yacht  Master-II- T79189KO),Watch,"Vice  Admiral  (R)  Khan Hasham  Bin  Saddique, Ambassador",Military,2017-06-01,980000.0,194000.0,Yes,Yes
3435,One  W/Watch  (Rolex Oyster  Perpetual No.116681),Watch,"Mr.  Ishaq  Dar,  Finance Minister",PMLN,2017-06-06,980000.0,194000.0,Yes,Yes
3438,One  Flower Vase  China made (Ceramic),Decoration Pieces,"President  of Pakistan, Mr. Mamnoon Hussain",PMLN,2017-07-04,9000.0,0.0,Yes,Yes
3439,a) One  Ladies W/Watch  (Nina Ricci). b) One  Gents W/Watch (Pequignet-,Watch,"Admiral  Muhammad Zakaullah,  Chief  of  the Naval Staff Pakistan",Military,2017-07-17,75000.0,47000.0,Yes,Yes
3440,"One  Gents  W/Watch (Seiko, Lord)",Watch,"Admiral  Muhammad Zakaullah,  Chief  of  the Naval Staff Pakistan",Military,2017-07-17,20000.0,2000.0,Yes,Yes
3441,One  W/Watch (Stuhrling)  with  Ball Pen,Watch,"Admiral  Muhammad Zakaullah,  Chief  of  the Naval Staff Pakistan",Military,2017-07-17,160000.0,30000.0,Yes,Yes
3452,a) One  W/Watch (Christophe Claret). b) Pair of Cufflinks. c) One Ring. d) One Pen (Aurora). e) One Tasbih.,Watch,"Senator  Muhammad Ishaq  Dar,  Finance Minister of Pakistan",Military,2017-08-30,6430000.0,1280000.0,Yes,Yes
3453,Model  of  Hazrat  Sultan Mosque.,Decoration Pieces,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2017-09-21,0.0,0.0,Yes,Yes
3454,a) Coin (Golden). b) Book  Jewelry  Art  of Kazakhstan.,Jewellery/Accessories,"President  of  Pakistan, Mr. Mamnoon Hussain",PMLN,2017-09-21,0.0,0.0,Yes,Yes
3455,a) Empire Table Set. b) Box  Containing Jewelry. c) Piece of Cloth.,Jewellery/Accessories,"First  Lady  of  Pakistan, Wife  of  Mr.  Mamnoon Hussain",PMLN,2017-09-21,45000.0,7000.0,Yes,Yes
3456,"One  white  box containing  (Carpet, Golden  Horse, Cufflinks,  Pin,  Leather Belt & W/Watch.",Watch,"President  of  Pakistan, Mr. Mamnoon Hussain ",PMLN,2017-09-21,22000.0,2400.0,Yes,Yes
3457,"One  white  box containing  (Carpet, Golden  Horse, Cufflinks,  Pin,  Leather",Carpet,"First  Lady  of  Pakistan, Wife  of  Mr.  Mamnoon Hussain ",PMLN,2017-09-21,22000.0,2400.0,Yes,Yes
3461,One  W/Watch  (Girard- Perregaux)  (No.99105- 41-232-BB6A).,Watch,"Sahebzada Ahmed Khan,  Additional Secretary  /  Chief  of State Protocol",Bureaucracy,2017-10-17,2800000.0,554000.0,Yes,Yes
3467,a) One  W/Watch (Rolex) (No.94A66033 – 218206-83216). b) Pair of Cufflinks. c) One Ring. d) One Pen. e) One Tasbih.,Watch,"Mr.  Fawad  Hasan Fawad,  Secretary  to  the Prime Minister.",Bureaucracy,2017-10-17,4170000.0,828000.0,Yes,Yes
3468,a) One  W/Watch (Harry  Winston) (HWTO1118- 53103). b) Pair of Cufflinks. c) One Ring. d) One Pen.,Watch,"Brig.  Akmal  Aziz, Military  Secretary  to  the Prime Minister.",Military,2017-10-17,3490000.0,732000.0,Yes,Yes
3470,One  W/Watch  (Rolex) (No.0234U4N2- 218206-83216).,Watch,"Wg.Cdr.  Qamar Mohyudin  Chishti,  ADC to the Prime Minister.",Military,2017-10-17,3500000.0,694000.0,Yes,Yes
3471,One  W/Watch  (Rolex) (No.10W47451- M116680-0001).,Watch,"SP  Rana  Shoaib Mehmood,  Chief Security Officer  to  the Prime Minister.",Police,2017-10-17,1950000.0,384000.0,Yes,Yes
3472,One  W/Watch  (Rolex) (No.6EP49140- M116333-0002).,Watch,"Maj.  Nasir  Barkatullah, Assistant  Security Officer  to  the  Prime Minister",Military,2017-10-17,1250000.0,244000.0,Yes,Yes
3473,One  W/Watch  (Rolex) (No.56K3U142- M116300-0003).,Watch,"Constable  Syed  Faqir Shah, Police Gunman.",Police,2017-10-17,900000.0,174000.0,Yes,Yes
3478,"One  Box  containing one  W/Watch  (Rolex No.Y3S36511),  pair  of cufflinks,  one  pen,  one ring & one Tasbih.",Watch,"Prime  Minister  of Pakistan,  Mr.  Shahid Khaqan Abbasi",PMLN,2017-11-28,23000000.0,4594000.0,Yes,Yes
3479,One  W/Watch  (Harry Winston) (No.HWTZ01170-400- MATTZ45R).,Watch,Mr.  Haider  Khaqan Abbasi,PMLN,2017-11-28,8000000.0,1594000.0,Yes,Yes
3480,One  W/Watch  (Hublot) (910644- 902.ND.1140.RX).,Watch,Mr.  Nader  Khaqan Abbasi,PMLN,2017-11-28,4500000.0,894000.0,Yes,Yes
3481,"A  box  containing  one W/Watch  (Chopard) (1900242-1929 – Au750),  Pair  of Cufflinks,  one  Pen,  one Ring & one Tasbih.",Watch,"Mr.  Fawad  Hasan Fawad,  Secretary  to  the Prime Minister",PMLN,2017-11-28,5000000.0,994000.0,Yes,Yes
3482,"A  box  containing  one W/Watch  (Parmigiani) (N21743),",Watch,"Brig.  Waseem  Iftikhar Cheema,  Military Secretary  to  the  Prime",Military,2017-11-28,1150000.0,224000.0,Yes,Yes
3484,One  W/Watch  (Hublot) (1096355 “Big Bang”).,Watch,"SP  Rana  Shoaib Mehmood,  CSO  to  the Prime Minister.",Police,2017-11-28,1300000.0,254000.0,Yes,Yes
3486,One  W/Watch  (Rolex) (3M0Y6222),Watch,"SP Akhtar Farooq, SO to the Prime Minister.",Police,2017-11-28,850000.0,164000.0,Yes,Yes
3487,One  W/Watch  (Rolex) (Q56011X2),Watch,"Flt. Lt. Aman Ullah, ADC to the Prime Minister",Military,2017-11-28,1050000.0,204000.0,Yes,Yes
3489,One  W/Watch  (Bvlgari L29772),Watch,"Mr.  Muhammad  Ikram, Cameraman, PTV.",Media,2017-11-28,100000.0,14000.0,Yes,Yes
3490,One  W/Watch  (Bvlgari L29807).,Watch,"Syed Muhammad Danish Ali, Engineer, PTV.",Media,2017-11-28,100000.0,14000.0,Yes,Yes
3491,One  W/Watch  (Bvlgari) (L31567).,Watch,"Mr.  Muhammad  Naeem Khan, Cameraman, APP",Media,2017-11-28,100000.0,14000.0,Yes,Yes
3492,One  W/Watch  (Bvlgari L30214).,Watch,"Mr.  Muhammad  Aziz, Photographer, PID.",Media,2017-11-28,100000.0,14000.0,Yes,Yes
3493,One  W/Watch  (Bvlgari L29071).,Watch,"Mr.  Shahid  Hussain, Gunman.",Police,2017-11-28,100000.0,14000.0,Yes,Yes
3494,One  W/Watch  (Bvlgari L30633).,Watch,"Mr.  Shahbaz  Ahmed, Gunman.",Police,2017-11-28,100000.0,14000.0,Yes,Yes
3495,One  W/Watch  (Bvlgari L31337).,Watch,"Mr.  Adnan  Khalid, Gunman.",Police,2017-11-28,100000.0,14000.0,Yes,Yes
3497,One  W/Watch  (Rolex) (M116333-0006),Watch,"Mr.  Ammar  Amin, Deputy  Chief  of  Protocol (V-II)",Military,2017-12-08,1050000.0,204000.0,Yes,Yes
3499,"a) One  W/Watch (Rolex)  (Yacht Master-II- T79189KO,  Swiss Made). b) Glittering Ball Pen. c) One Ring. d) Pair of Cufflinks. E) one Tasbih",Watch,"Vice  Admiral  (R)  Khan Hasham  bin  Saddique, Ambassador  of  Pakistan in Saudi Arabia",Military,2017-12-20,3600000.0,714000.0,Yes,Yes
3500,One W/Watch (Bvlgari),Watch,"Rana  Jawad,  Director Geo News, Islamabad",Media,2017-12-21,110000.0,20000.0,Yes,Yes
3502,a) One W/Watch (Bvlgari) b) Pair of Cufflinks c) One Pen d) One Ring e) One Tasbih,Watch,"Sahebzada  Ahmed Khan,  Additional Secretary  /  Chief of State Protocol",Bureaucracy,2018-01-04,2482750.0,490550.0,Yes,Yes
3503,a) One W/Watch (Rolex) b) Pair of Cufflinks Ball c) Table Clock (Rolex) d) Ball Pen e) One Tasbih,Watch,"Khan  Hasham  bin Saddique,  the Ambassador  of Pakistan  in  Saudi Arabia",Bureaucracy,2018-01-04,4050000.0,804000.0,Yes,Yes
3505,One  Demonstration  Model (Decoration piece),Decoration Pieces,"President  of Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-01-17,0.0,0.0,Yes,Yes
3506,"A  box  containing  one  silver Tea Pot, Tray & Sugar Pot",Crockery,"Prime  Minister  of Pakistan,  Mr. Shahid  Khaqan Abbasi",PMLN,2018-01-30,60000.0,6000.0,Yes,Yes
3508,"A  box  containing  one  silver Tea Pot, Tray & Sugar Pot",Crockery,"President  of  Pakistan,  Mr. Mamnoon Hussain",PMLN,2018-01-31,58168.0,5634.0,Yes,Yes
3509,One Stole with Hand Fan,Clothes,"First  Lady  of Pakistan,  wife  of Mr.  Mamnoon Hussain",PMLN,2018-01-31,5500.0,0.0,Yes,Yes
3511,One Tea Set (15 pcs),Crockery,"Prime  Minister  of Pakistan,  Mr. Shahid  Khaqan Abbasi",PMLN,2018-02-14,25000.0,0.0,Yes,Yes
